"review_id","star_rating","review_text","afinn_score","Sentiment"
89047,1,"I AM SO PISSED OFF!!  this used to be ""purely o's"", as in NO SUGAR and only wholesome ingredients.  now?  sugar and molasses and fillers!  the VERY LEAST they could have done was written, ""lightly sweetened"" or some other sort of pseudo-honest marketing to let us know that they had changed their formula/recipe.  instead, i order a carton of 4 boxes only to find that these are ""purely crap""!!!  no thanks Cascadian Farms!  you can keep your new cereal that is no better than every other box of sweetened crap out there!",-7,"Negative"
11808,2,"Terrible clunky product.. drawer doesn't open/close without making clunky noises.  Not a space saver, hard on the eyes.  Would return it for a refund if I weren't terribly lazy.  Go to Bed Bath and Beyond and use a 20% off coupon for something else.  Not worth it.",-6,"Negative"
111228,1,"I just tried Gulden's so-called Zesty Honey Mustard, and it was AWFUL!-<br /><br />The first 2 ingredients are Vinegar & Sugar (Amazon should list ingredients!), with a ""hint"" of mustard...<br />On top of that, it left a slimy coating in my mouth!",-1,"Negative"
407810,5,"There is no reason to purchase this product. It is far too hot. I can handle a few drops of the 1 Million Scoville in whatever, but this is just too hot. One drop into 16 oz of chili and I was unable to tolerate it at all. I ate half of the cup of chili, pushing through the pain of a phantom hot coal on your tongue until I threw in the towel. I was defeated. I gave it away after its first use. I was not okay for half an hour, and that wasn't even the worst part of what ultimately becomes of eating anything.<br />If you want to say you have had the hottest, this is it. Have it once and you wont want anything to do with it ever again, I promise.",-6,"Negative"
300399,1,"My boyfriend just got fired from his job b/c he was required to do a drug test and it showed positive for cocaine.  He does not do cocaine.  The day of the test he did happen to have 2 cups of Delisse Mate De Coco and he didn't think anything about it.  It's actually sold in the US and being sold on sites like Amazon.com b/c these distributors are outside of the U.S., people have brought it back through customs with no issues (his mom brought it from Ecuador) and he has found scientific journals supporting that the coca leaf or the coca leaf teas that are sold or brought into the US are actually listed as ""illegal"" by the US Government.  Here is the link to the US Department of Justice CLEARLY stating that ""coca leaf"" is a schedule II substance and illegal.  [...]<br /><br />DO NOT DRINK THIS TEA IF YOU ARE AT RISK FOR A DRUG TEST OR GETTING RANDOM DRUG TESTED AT WORK.  I've also seen reviews on other coca leaf teas where people have given warnings about losing a job opportunity.<br /><br />If you did get fired, it's really hard to fight b/c most will just see a positive drug test for cocaine. The only other ways to test positive for cocaine metabolites is if you actually did cocaine or have a major disease such as Kidney or Liver Disease.  If you never drank coca leaf, then I would suggest you go to a doctor to make sure you don't have liver or kidney disease.  It would really suck to get fired for having a disease and having a disease that created cocaine metabolites would be something you could really fight legally, in my opinion, b/c at that point it's wrongful termination.  In Texas if you get fired for a drug test even if you had no previous disciplinary action you can not receive unemployment.  He's even spoken to an Employment Lawyer and they said it'll be hard for him to fight in court.<br />If you or anyone has questions on this, we both have been researching things and can direct you to some advice, discussion or articles on this matter, please feel free to email me at:  MusicRocksInAustin@gmail.com.",-16,"Negative"
487537,2,"The marketing propaganda on this product is wrong.  It is not instant expresso by any count.  It is simply instant coffee.",-4,"Negative"
120504,1,"Was so excited to see Cappuccino Cups offered by Amazon....after one sip of this stuff I knew that something was wrong.  It would have been very helpful for there to have been a warning on the box that it contained sucrolose...which is a substance that I do not wish to put into my body.  Very disappointed in this product.",-1,"Negative"
339064,5,"This does what it advertises. I had a meal moth infestation in my storage room and after one year of squashing these pests by hand, i decided to research on an easier way to kill these bugs. Luckily i came across this product which works like a charm. I no longer have to go into the storage room at 11pm to kill bugs. After a few days the problem is solved. No more bugs flying around.",-1,"Negative"
444112,1,"On some of Eden's line, and it's most shocking given they organic mindset, they still do not use BPA-free can linings. We stopped ALL canned eating except for those from companies that provide food in BPA-free can linings. Eden is beginning to do this, but why they don't always do it is beyond me.",-1,"Negative"
257617,1,"NAUSEATING !!!..........REALLY! Not just bad;........sickening, unpalatable. And the soda was fresh.<br /><br />It's a horrible combination of awful, acidic 'pineapple' [I can only guess] Fake flavor and overly sweet Fake bubble gum flavor.<br /><br />[It's all FAKE FLAVOR].<br /><br />If you can get one down you'll be feeling sick from the memory for hours.......LITERALLY.<br /><br />.........................NOT KIDDING or EXAGGERATING............ you don't want to buy this stuff. !",-17,"Negative"
54410,1,"This product came in expired and of course stale.  I purchased this for a school party and ended it using it as bird food.  I was very disappointed. The only reason I didn't send it back was because I opened them before tasting it.  I will never buy anything from this seller again.",-2,"Negative"
191364,4,"Yep, grab some pepper and spoon it around my favorite colorful grassy plants.  Why, because rats, squirrels, and other pesky critters now have quit digging up the roots for their meal.  In time, the critters have learned this grassy plant is a ""no no"" because that red pepper is ""HOT"".  and then my plant will thrive!  It works folks!",-2,"Negative"
200057,5,"This stuff is probably illegal somewhere-- My diet book?? These caramels are smooth and sweet,with just the right hint of saltiness and with just the right amount of softness to make them all too easy to eat. Okay, that's it. Excuse me, I have to go order some more....",-1,"Negative"
417368,2,"These figs are very lacking in flavor.  They are gorgeous, so biting into one was very dissapointing.  The fig flavor that fig afficionados have come to expect is missing.  I can't believe I spent that much money on something so flavorless.",-2,"Negative"
568206,1,"Was it packed in China? Don't think Salmon would remain Salmon in a Plastic Pack. Horrible Idea.<br />I would rather go to a fish market and get the real stuff. Don't care what anyone says.",-1,"Negative"
325978,5,"My son was recently diagnosed with several food allergies including food dies and corn syrup.  We're struggling to find things to replace what he used to eat so he doesn't have to do without.  He LOVES this candy!!!  They are delicious and are natually made!",-2,"Negative"
226015,2,"I was under the impression when I purchased this item that it was several bully sticks and that in no way ONE stick would originally cost almost $70.00! I thought that this was one heck of a bargain at $15.00. I was wrong.  I received ONE bully stick, about two and a half feet long. I would be more upset but it appears that my dog does enjoy, after some encouraging, chewing on it. It may not last her longer than it takes me to finish this review, but at only $15.00. I can't be too upset. I am however disappointed, feeling somewhat mislead by the picture. If I would have paid the original price they have posted, that would have been a much different story.<br /><br />I'm rating this item only 2 stars, no more because of the reasons mentioned above, but no less because even though it's no great bargain, it still seems like a fair price for the product I did receive. If I would have I known that this is only one item, I most likely would have not made this purchase.",-2,"Negative"
485237,4,"At first, I was disappointed when I opened the package and found a few of the boxes with noticeable dents and tears.  However, the cereal did not seem affected by the damage to the box.<br /><br />I definitely recommend this item due to its convenience and low price.  And of course its great taste!!",-3,"Negative"
298284,2,"Received my 5 lb. bag of beans and immediately used my hand-grind coffee mill to get some beans ready to brew.  First impression was lack-luster, weak aroma of ground beans.  The resulting coffee was very disappointing--flat tasting, high acid and astringent to the palate.  This coffee actually left my stomach upset.  If you like the low-quality, rancid tasting coffee they serve at ""greasy spoon"" restaurants, you'll love these Ethiopean beans. I've been a customer of Coffee Beans Direct for several years and I've never had such poor quaility beans from them.  Cancelling my subscription now.  Does Goodwill take coffee bean donations???",-6,"Negative"
492106,5,"Its a shame that this cereal is so hard to get. Its my daughters favorite and whenever we see it available on Amazon we get it for her. Keep in in inventory and we will keep buying it!!",-1,"Negative"
60604,5,"I start every morning with a quick shot of this. I hate drinking coffee in the warmer months so this gets me my caffeine fix.",-3,"Negative"
14662,1,"All but a handful of the shipment were defective.  When brewing the water flowed through very slowly and large quantities of grounds were released into my cup - Gross.  The only way to use them is to empty the contents into a reusable k-cup.",-3,"Negative"
163653,4,"These bags are fine, with one caveat:  if the bag is for kitchen garbage that will sit for a while, it may start decomposing in the can!  Normally this is not a problem for me, because I put all the food waste into a stainless compost can to put in the compost bin.  But my husband dumped the coffee grinds in this morning and it was already wet underneath the bag.  I had to throw it out and start over.",-3,"Negative"
111352,2,"Not nearly what I was hoping for.  They are indeed the candy wax bottles as hoped for, BUT...<br /><br />As the other review stated, they do not arrive in 1 lb bags, there is just one large 3 lb bag, so the product details are slightly off on this product.  That is not that bad though.<br /><br />The problem we experienced was that many of the bottles had leaked, and were still leaking, and many of them were stuck together.  I do not have an exact count of how many leaked, but it was enough to disappoint and prolonged the enjoyment of the remaining bottles until they had all taken a nice long bath.  I don't know if the leaking and clumping is a matter of the seller's handling or from shipping.  I can say that for $5.99 in shipping, I did expect the product to be packaged in more than 2 plastic bags and a USPS envelope.",-5,"Negative"
331312,5,"Organic Raw Agave is usually way over priced. Since I use it almost exclusivity as a sweetener in my raw food prep, I found it price-challenging when buying it at my local markets. Then I found this offering on Amazon.com. I get it auto-shipped each month, so I don't have to worry about running out. Now I pay a fraction of the price I used to pay. I did a taste comparison and it tastes exactly the sames as the pricier ones.",-5,"Negative"
93481,1,"Please, do not use this product!!!! I have to warn anybody who will listen... This product can be harmful if not fatal to cats! My cat died because of a very similar product. I want to warn everyone. Do not use Hartz drops either as they are just as dangerous! The only safe flea/tick medication is frontline advantage available from your vet. Yes, it is more expensive but isn't your pet's life worth it? Please believe me, I am not making this up or exaggerating! I lost my female cat and my male cat is still recovering from this poison. Please Please Please be safe and listen to my warning.",-6,"Negative"
299298,1,"Extremely disappointing.  Frankly, I think plain old Lipton tea is smoother and less bitter.  When brewed, I could hardly recognize it as green tea.  It tasted more like a very poor Earl Gray.",-5,"Negative"
122073,1,"I buy a lot of stuff, and a LOT of vitamins, herbs, homeopathic remedies, and only organic food.  I bought some over priced oil from these people, and it came in a simple envelope with the lid cracked off (the foil kept it from leaking in the mail.  I called and asked them to mail me a cap for the plastic bottle, so I may dispense & use the oil.  No cap came.  With other companies available online, and an opportunity to make a comment, I waited over a month to post a comment.  These people need to  a) ship in a way to protect your purchase  b) replace what they send and is recived broken.  Won't be back.  (you know, first time, shame on you.  second time, shame on me...)  J.T.",-3,"Negative"
104844,1,"Do not buy this ""coffee!""  I bought some at Walmart because of the price only to find that it's literally instant coffee in a K-Cup package.  Tastes awful.  Why buy an expensive single-cup dispenser only to use instant coffee???  This company should be shut down or sued for false advertising.",-3,"Negative"
287355,1,"You can imagine my shock when I saw the price of this item! Why would I order this when I can buy it at any grocery store for $3.79? Just curious.....",-1,"Negative"
510238,2,"We really miss the Starbucks breakfast blend discs. I have tried most Tassimo products and none compare.<br />Oh woe. Any word of new coffee blends coming?",-2,"Negative"
109526,1,"This tea is foul and undrinkable. I didn't even buy it on Amazon, but it is so bad that I felt obliged to go online and warn anyone else who might make the mistake of picking it up. At first I thought the problem was in my water supply, and then I thought it might be my tea kettle... I could hardly imagine that any tea could taste so bad and still be sold in stores, so it took 3 full pots, begrudgingly drunk down, before I realized the problem was this cheap crap. Granted it was 99 cents at Walmart, but the flavor doesn't even distantly resemble green tea in the least. The aroma is like old, wet toilet paper, and the flavor is even worse. It leaves a film on your mouth and an aftertaste that just makes you feel dirty on the inside. Even now, I just brewed one more pot to make a final judgement call, and the mug is sitting on my desk, wafting up its awful stench at me, mocking me to drink it. I am now throwing the rest of the box out and never buying this again. I would not serve this tea to my worst enemies.",-31,"Negative"
223565,2,"I wasn't expecting it to be chocolate syrup, but was not prepared for the flavor to be so weak.  Maybe if it had come from a different maker, one who hadn't wowed me with Sweet & Spicy, the bar would have been set lower, but I don't think so.  It's not a bad taste, just incredibly weak.",-4,"Negative"
347752,1,"I am seriuosly having doubts about some of the other reviews for this product! First there is no lemon flavor at all. Second, there is a sickly sweet taste to it. And finally there is a wierd after taste that leaves you gaging with cotton mouth for about 30 seconds. So disappointed in this product, truly wish amazon would except returns for this product. Total waste of money...",-2,"Negative"
70905,5,"Lost a few due to minor crushing and leaking, other than that everything was ok, I do recommend this product.",-2,"Negative"
209087,1,"We had mole tunnels throughout our lawn.  We first tried the non-lethal castor/garlic oil water spray method (twice).  It didn't work. Then we tried laying two of the Victor Out of Sight Mole Trap out.  That didn't work, either. Finally, my son spot movement in the lawn and he stomped on the tunnel.  The mole was dead. It was small, only about 4 inches.  But, it was amazing, that was the end of our problem.  Our entire lawn - which isn't small - was destroyed by ONE tiny mole.  Best advise, look for the movement of the mole in the late afternoon, than stomp on it or use a flat end of a large shovel. Moles have thin skulls so apparently they are easy to kill. One mole can do an incredible amount of damage.<br /><br />5/31/10 update:<br /><br />New season, new mole appears. Instead of using the mole trap, I tried a new approach--- kill his food source. One application of grub and insect killer and the mole is gone, probably to the neighbors yard. Everything I read on the internet suggest that you have to kill the mole but that has remained elusive except by luck. Getting rid of his food source though worked immediately. We never saw another tunnel after the grub and insect killer was applied over three weeks ago. We'll see how long it lasts but this was much easier than trying (unsuccesfully) to trap the mole.",-12,"Negative"
193954,1,"I have tried a lot of these soups and this one is the worst I've had. Not much flavor and the texture is not appealing either. Basically it fails as food.",-5,"Negative"
44145,1,"This coffee was absolutely awful.  Weak coffee with a chemical taste.  I can't return it; I am now stuck with several packages of this awful swill.  :(",-10,"Negative"
33069,1,"Read the description of product and thought it sounded good.  Have always eaten cashews, almonds and pistachios with no reaction.  Liked the fact that it had no added oils.  However, after first eating a small handful I began to itch and itch and itch.  So I waited a day and tried 5 and again I itched and itched.  I find it hard to believe that with the ingredients of nuts and sea salt that I would find myself reacting so much.  There has to be somethng more to this product than nuts and salt since I have never reacted to these ingredients before.  Be warned.",-6,"Negative"
119502,5,"My English Bulldog is the epitome of a power chewer! She easily destroys practically every toy she's ever had.  However, she's had one of these for a few years now and though it's whittled down a bit at either end, it's still in decent shape.  I only bought this one because I figured she deserved a new one. Highly recommend!!",-1,"Negative"
297883,5,"I have a 7 year old ST Bernard who has been on different formulas of Organix and Ultramix. She would turn her nose up at them after a few days -- but she does this with all brands of food. I started feeding her the grain free food as soon as it came out several months ago and she loves it! So far it is the only food I have found that she doesn't turn her nose up when I put it in her bowl. She also really loves the canned version of Organix grain free.<br /><br />Update:<br />Just wanted to report that normally my dog gets very dry, itchy skin in the winter which leads to hot spots, infections, hair falling out and vet visits. This is the first year that we have had NO problems with her skin! In fact her fur is the shiniest, and fullest that it has ever been. We love this food!",-1,"Negative"
351683,1,"they don't say that these are made in CHINA!  I sent them back immediately.  Google for all natural made in the USA jerky treats, they are the same price and take Paypal, and you wont risk your dogs life with a product made from who knows what.",-1,"Negative"
391723,5,"The Baskin-Robbins pralines and cream flavor gives me a nice, smooth, creamy toffee flavor.  Because they use Splenda as the sweetener, the candies have no bitter after-taste.  This candy allows me to have all of the sweetness of regular hard candies with none of the guilt.  The package says that the serving size is four pieces, with a total calorie count of 45 calories.  That works out to just over 11 calories per candy.  It's a guilt-free treat!<br /><br />I like the pralines and cream flavor very much.  It reminds me of the original Werther's candies because it has a similar creamy toffee flavor.  But the Baskins-Robbins candies are made in the USA.  I prefer to save an American job when I can, so for me that's yet another reason to buy this brand of candy.",-2,"Negative"
334533,1,"To get our dog to eat this food, we have to hand-feed her. Every night and morning it is a struggle to get her to eat, and often we are forced to put treats or beef stock mixed with the food to get her to eat. She will drink, but we set down a food bowl and she will not touch it.",-3,"Negative"
537738,1,"I was very disappointed with this product. The description says thick and compares it to 3 pencils. The bully sticks I got were only about one pencil thick. Their smell was so awful that I took it away from my dog after 10 minutes. You can only return things for store credit and I do not want anything else from this seller. I threw the rest away.",-6,"Negative"
166506,5,"My year old Lasa loves these treats and they don't upset her delicate tummy.  They arrived quickly and I plan to order more soon.",-2,"Negative"
442294,4,"Once you get the hang of it, They are not hard to work with. It'll takes some practice to get the sausage a consistent size but it's just a hobby, lots of time for the finished product if you grind the meat too.",-1,"Negative"
192668,1,"Sorry, but a little over $18.00 for 4 regular size boxes of Apple Jacks?  This must be a mistake.  They are usually 2.50 on sale at any grocery store.",-3,"Negative"
90770,5,"I hate the big fat pieces of meat they call jerky. Oberto thin style is the best tasting jerk i've had  in long time.I buy it all the time, can you give me some discount?",-2,"Negative"
198856,5,"There is the tiniest, faintest ""edge"" to this spam that I presume is the bacon, although you could have fooled me --- it seemed like a denser type version of the regular spam.  It's okay as spam goes and I prefer this to the regular spam, the few times I'm in the mood for it --- but more bacon would be preferable --- i don't really think they have a right to call it that name, to tell you the truth.",-6,"Negative"
226540,5,"I tried every utensil to mix natural peanut butter and it was always a mess. Hard to blend well, oil dripping down the sides, and a lump of ""clay"" at the bottom from insufficient mixing that I couldn't even eat.<br />This apparatus is genius.",-2,"Negative"
498930,1,"A recurring problem when reading the product descriptions.  Even though Amazon's description doesn't mention it, this stuff contains GLUTEN.  It may be delicious, but please, Celiacs, beware!!",-1,"Negative"
154444,2,"Somehow failed to blow up the packaging and discover that despite the attractive description of this coffee that it is MILD. Very clear on the front of the box which is only seen if you blow up the picture of the product.",-1,"Negative"
451770,2,"When my mom received these flowers some were already almost dead and the stems were already brown. They were not very fresh.",-2,"Negative"
337061,1,"I bought these for my daughters 3rd birthday party, the theme was ""Purple"". I use to buy these locally but could no longer find them. They were horrible, if I could give zero stars, I would. First of all, they did not even taste like M&M's anymore. And over half of them were cracked and smashed. Very disappointed in this vendor.",-4,"Negative"
61094,1,"It's difficult to fairly evaluate when the product arrives in bad condition. The celophane bag seemed intact, but the cookies inside were crushed. The chocolate coating was discolored and the cookies were broken and tasted stale.",-5,"Negative"
365843,1,"This is the worse coffee I have ever bought. There is a distinct chemical aftertaste to the flavor. I may be wrong, but I associate it with the decaf process. I have experienced this taste with older cheap decaf blends as well.<br />Even the beans smell off. I threw away 3 and a half bags of the 4 bag order after giving up, even after trying to blend it with other coffees that I like.",-3,"Negative"
454450,1,"Neither myself or my baby would touch this - disgusting smell and taste.  I like greens but there is something wrong with this recipe.  I don't know what I am going to do with all of it.",-3,"Negative"
211454,4,"My dogs love these little bones. Every morning my Yorkie comes to me and barks for his mini bone.  The one complaint I have about them is that they are really mini small and the dogs can chew through them too fast. They chew up the middle and leave the ends so little I am afraid they will choke on them. I have ordered the ""small"" size to see if they last any longer.  I  bought the medium size and they are way too big for little dogs.",-1,"Negative"
89239,1,"While this product is very good,  and my son loves it, Drugstore911 should be ashamed of themselves - their markup is extraordinary.  This prices out to over $3.50 per pack which is more than  double other sources.  Shame on you,  Drugstore911,  I will never buy anything from you again.",-1,"Negative"
307021,5,"Hi:<br />I WAS having a severe allergic reaction to milk!- BAD sniffles/burning eyes, right after drinking!?<br />I started Googling..., trying to find out the culprit?- It was Monsanto's HGH (Human Growth Hormone/linked to Cancer...!) in my milk! Monsanto is doing us in us with their HGH, GMO seeds, and...!<br /> Google!- ""Milk: America's Health Problem""!<br /><br />1. I stopped buying the regular brand milk, and switched to a ""No Growth Hormone..."" brand  (still had some sniffles later on?)!<br /><br />2. The expert at my Health Food store Recommended I try drinking ""Celestial Seasonings Wellness Tea Echinacea"" (doesn't taste bad)?  About $3.50, at most any Super Market.<br />She also warned that it is NOT good to take Echinacea too often, or it will mess with your natural immune system!<br /><br />-I drank just one cup on an empty stomach, and no sniffles for the past week! I sealed the rest in a baggie.<br />a. If you are having ""any"" allergies/cold/flu..., give it a try!?  You'll probably be ""Amazed"" as I was!<br />Scott :o)",-7,"Negative"
506390,5,"My little old adoptee doxie absoltely loves these treats.!  I have rewarded him with one a day for the past three years with no bad heath effects.",-2,"Negative"
146185,4,"I recently purchased the Caribou k-cups and this coffee came along with it. While I don't like it as well as the Caribou, it's not a bad tasting coffee. It's a very smooth coffee with no bitter aftertaste. And surprisingly I cannot tell that it only has half the caffeine. I usually get a headache if I don't get enough caffeine in the morning. I got no headache or any other side-effects from caffeine withdrawal. I will probably purchase this in the future.",-8,"Negative"
442252,1,"The product has changed, dramatically since I last purchased some about 4 months ago. It even tastes worse!! They've added High Fructose Corn Syrup and cheapened the taste. It now tastes just like their regular syrup found in all supermarkets. Even my friend said the same thing. It's no longer ""special"" and I won't be purchasing it anymore, a shame, it used to be very good!",-1,"Negative"
517042,1,"I was so upset to receive this soup only to find out that the label listed on the Amazon website is incorrect.  It DOES contain soy and now I have 12 cans of soup I can't eat and don't want. Very disappointed.",-3,"Negative"
245027,5,"Since I don't drink milk cuz it's so nasty this is the BEST alternative to milk. and it almost never goes bad.  You make it when you need it....",-3,"Negative"
427264,1,"My son & I both have been experiencing leakage of the grounds from the timothy's K-cup into the brewed coffee. Eww!  Coffee this expensive should not have this problem.",-2,"Negative"
3266,5,"I was hesitant to try this cocoa after all the horrible reviews about how it tasted so bad, and had a really bad Sucralose flavor. I don't know if I'm just not as picky as others or what it is, but I thought this hot cocoa was really good. Creamy and rich, and almost TOO sweet. I don't think it has an ""aftertaste"" though, how some have described. I used the middle water setting on my Keurig or ""small mug""...7.25 oz., I guess. Everyone has their own tastes and preferences, but as for me, I really like this product!",-2,"Negative"
26680,5,"I had something wrong with my stomach and didn't want to eat for a couple of weeks, but knew I had to.  I ate this with some cinnamon and it didn't upset my stomach at all.",-3,"Negative"
340941,5,"I got two of these this morning. Set up is easy and within the first hour I had my first mole. Don't worry about the negative reviews some people obviously should not be doing anything more than sitting on their couch. If you have a hand and a foot you can set this up.",-4,"Negative"
477749,2,"Bought these because of all the glowing reviews. My two could care less. I do see them in different places sometimes in the mornings but it's usually only about 1 roll from where I left them. At least I don't have to hunt them down or order more because they lost them. Ordered different kinds of these but they dissed all of them. Cats.......",-1,"Negative"
201810,1,"I am very, very unhappy with Knorr, which I have always thought made great products. The online Amazon product description states that there is no MSG other than that which occurs naturally in the hydrolyzed protein and autolyzed yeast extract used in creating the soup base.  I never buy products that list MSG as an ingredient, but the idea that it was simply a naturally occurring  component in the yeast and protein used seemed innocent enough.<br /><br />When the package arrived from Amazon I simply put the containers on the shelf ready to use because I had read the ingredient list on Amazon before purchasing the product.  The first time I pulled a canister out to use I scanned the ingredients again and was shocked to find that listed right after the first ingredient-salt-was MSG.  While there was a disclaimer in the Amazon ad by Knorr it seems dishonest to me for them to minimize the presence of MSG in that ad and then list it as the second ingredient on the canister itself.  Many people react to MSG, sometimes quite frighteningly (facial and tongue swelling, rashes, etc.)  Restaurants are generally quick to let customers know if they use MSG. Many no longer use it to enhance the flavor of food.  I never add MSG to any  food I prepare.<br /><br />Knorr has lost a customer.  I will never recommend their products to anyone again.  I am also writing a strong complaint to the company.  I hope others will do the same if they, too, feel that Knorr misrepresented their product.<br /><br />Just another reminder that advertising can be dangerously misleading.  This was an expensive lesson for me as both cans are being disposed of in the garbage.",-5,"Negative"
391609,1,"I have had Arizona fruit smoothie mix from Sam's which was rich creamy full of fruit and flavor.  Sam's didn't have the smoothie mix this year so I brought this product instead.  This stuff is NOT the same as the Sam's mix, not even CLOSE!  It looks like some watered down kool-aid and taste even worst.  I think this is scam and they just filled a bottle with kool-aid and called it 'smoothie mix' and frankly I'm surprised Amazon would allow them to sell such a bogus product.  Stay away from this overpriced horrible stuff.",-3,"Negative"
81948,5,"Not too sugary and the apple flavor is a plus. I leave a bar or two in my backpack as an emergency snack during school. It doesn't crumble too easily as long as it's not tossed around or crushed.",-5,"Negative"
